0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
15.06.709.282 I slot print_timing: id  0 | task 7797 |        eval time =   63099.49 ms /  1487 tokens (   42.46 ms per token,    23.55 tokens per second)
15.06.709.284 I slot print_timing: id  0 | task 7797 |       total time =   63429.93 ms /  1634 tokens
15.06.709.285 I slot print_timing: id  0 | task 7797 |    graphs reused =       9200
15.06.709.542 I slot      release: id  0 | task 7797 | stop processing: n_tokens = 4675, truncated = 0
15.07.247.905 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 0.681
15.07.248.039 I slot launch_slot_: id  0 | task 9285 | processing task, is_child = 0
15.11.509.809 I slot print_timing: id  0 | task 9285 | n_gen =    100, tg =  23.83 t/s, tg_3s =  24.07 t/s
15.14.527.438 I slot print_timing: id  0 | task 9285 | n_gen =    172, tg =  23.84 t/s, tg_3s =  23.86 t/s
15.17.559.891 I slot print_timing: id  0 | task 9285 | n_gen =    244, tg =  23.81 t/s, tg_3s =  23.74 t/s
15.20.587.844 I slot print_timing: id  0 | task 9285 | n_gen =    316, tg =  23.81 t/s, tg_3s =  23.78 t/s
15.23.611.837 I slot print_timing: id  0 | task 9285 | n_gen =    387, tg =  23.74 t/s, tg_3s =  23.48 t/s
15.26.643.874 I slot print_timing: id  0 | task 9285 | n_gen =    458, tg =  23.69 t/s, tg_3s =  23.42 t/s
15.29.661.028 I slot print_timing: id  0 | task 9285 | n_gen =    529, tg =  23.67 t/s, tg_3s =  23.53 t/s
15.32.702.942 I slot print_timing: id  0 | task 9285 | n_gen =    600, tg =  23.63 t/s, tg_3s =  23.34 t/s
15.35.745.221 I slot print_timing: id  0 | task 9285 | n_gen =    669, tg =  23.53 t/s, tg_3s =  22.68 t/s
15.38.786.877 I slot print_timing: id  0 | task 9285 | n_gen =    740, tg =  23.51 t/s, tg_3s =  23.34 t/s
15.41.798.357 I slot print_timing: id  0 | task 9285 | n_gen =    810, tg =  23.49 t/s, tg_3s =  23.24 t/s
15.42.218.957 I slot print_timing: id  0 | task 9285 | prompt eval time =     107.35 ms /    67 tokens (    1.60 ms per token,   624.15 tokens per second)
15.42.218.974 I slot print_timing: id  0 | task 9285 |        eval time =   34863.55 ms /   820 tokens (   42.57 ms per token,    23.49 tokens per second)
15.42.218.975 I slot print_timing: id  0 | task 9285 |       total time =   34970.90 ms /   887 tokens
15.42.218.977 I slot print_timing: id  0 | task 9285 |    graphs reused =      10015
15.42.219.209 I slot      release: id  0 | task 9285 | stop processing: n_tokens = 4069, truncated = 0
16.02.746.169 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.976 (> 0.100 thold), f_keep = 0.748
16.02.746.310 I slot launch_slot_: id  0 | task 10106 | processing task, is_child = 0
16.07.198.792 I slot print_timing: id  0 | task 10106 | n_gen =    100, tg =  24.18 t/s, tg_3s =  24.42 t/s
16.10.204.802 I slot print_timing: id  0 | task 10106 | n_gen =    173, tg =  24.22 t/s, tg_3s =  24.28 t/s
16.13.212.738 I slot print_timing: id  0 | task 10106 | n_gen =    245, tg =  24.14 t/s, tg_3s =  23.94 t/s
16.16.224.886 I slot print_timing: id  0 | task 10106 | n_gen =    317, tg =  24.08 t/s, tg_3s =  23.90 t/s
16.19.254.908 I slot print_timing: id  0 | task 10106 | n_gen =    389, tg =  24.02 t/s, tg_3s =  23.76 t/s
16.22.262.505 I slot print_timing: id  0 | task 10106 | n_gen =    461, tg =  24.01 t/s, tg_3s =  23.94 t/s
16.25.303.082 I slot print_timing: id  0 | task 10106 | n_gen =    533, tg =  23.97 t/s, tg_3s =  23.68 t/s
16.28.337.942 I slot print_timing: id  0 | task 10106 | n_gen =    605, tg =  23.94 t/s, tg_3s =  23.72 t/s
16.31.346.560 I slot print_timing: id  0 | task 10106 | n_gen =    676, tg =  23.90 t/s, tg_3s =  23.60 t/s
16.32.060.728 I slot print_timing: id  0 | task 10106 | prompt eval time =     357.99 ms /    75 tokens (    4.77 ms per token,   209.50 tokens per second)
16.32.060.742 I slot print_timing: id  0 | task 10106 |        eval time =   28956.41 ms /   693 tokens (   41.84 ms per token,    23.90 tokens per second)
16.32.060.744 I slot print_timing: id  0 | task 10106 |       total time =   29314.40 ms /   768 tokens
16.32.060.745 I slot print_timing: id  0 | task 10106 |    graphs reused =      10704
16.32.061.024 I slot      release: id  0 | task 10106 | stop processing: n_tokens = 3809, truncated = 0
16.53.041.235 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.473
16.53.154.241 I slot launch_slot_: id  0 | task 10800 | processing task, is_child = 0
16.58.442.560 I slot print_timing: id  0 | task 10800 | n_gen =    100, tg =  24.37 t/s, tg_3s =  24.62 t/s
17.01.466.845 I slot print_timing: id  0 | task 10800 | n_gen =    173, tg =  24.27 t/s, tg_3s =  24.14 t/s
17.04.476.318 I slot print_timing: id  0 | task 10800 | n_gen =    245, tg =  24.17 t/s, tg_3s =  23.92 t/s
17.07.495.336 I slot print_timing: id  0 | task 10800 | n_gen =    317, tg =  24.09 t/s, tg_3s =  23.85 t/s
17.10.532.884 I slot print_timing: id  0 | task 10800 | n_gen =    387, tg =  23.90 t/s, tg_3s =  23.04 t/s
17.13.547.643 I slot print_timing: id  0 | task 10800 | n_gen =    461, tg =  24.00 t/s, tg_3s =  24.55 t/s
17.16.534.894 I slot print_timing: id  0 | task 10800 | prompt eval time =    1226.20 ms /  1175 tokens (    1.04 ms per token,   958.24 tokens per second)
17.16.534.909 I slot print_timing: id  0 | task 10800 |        eval time =   22154.42 ms /   533 tokens (   41.64 ms per token,    24.01 tokens per second)
17.16.534.911 I slot print_timing: id  0 | task 10800 |       total time =   23380.62 ms /  1708 tokens
17.16.534.912 I slot print_timing: id  0 | task 10800 |    graphs reused =      11233
17.16.535.248 I slot      release: id  0 | task 10800 | stop processing: n_tokens = 3508, truncated = 0
17.21.247.711 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.835 (> 0.100 thold), f_keep = 0.847
17.21.247.927 I slot launch_slot_: id  0 | task 11334 | processing task, is_child = 0
17.26.121.343 I slot print_timing: id  0 | task 11334 | n_gen =    100, tg =  24.63 t/s, tg_3s =  24.88 t/s
17.29.143.765 I slot print_timing: id  0 | task 11334 | n_gen =    174, tg =  24.57 t/s, tg_3s =  24.48 t/s
17.32.146.036 I slot print_timing: id  0 | task 11334 | n_gen =    240, tg =  23.80 t/s, tg_3s =  21.98 t/s
17.35.169.446 I slot print_timing: id  0 | task 11334 | n_gen =    297, tg =  22.65 t/s, tg_3s =  18.85 t/s
17.38.185.572 I slot print_timing: id  0 | task 11334 | n_gen =    361, tg =  22.38 t/s, tg_3s =  21.22 t/s
17.41.199.797 I slot print_timing: id  0 | task 11334 | n_gen =    424, tg =  22.15 t/s, tg_3s =  20.90 t/s
17.44.216.569 I slot print_timing: id  0 | task 11334 | n_gen =    489, tg =  22.07 t/s, tg_3s =  21.55 t/s
17.44.398.690 I slot print_timing: id  0 | task 11334 | prompt eval time =     854.63 ms /   587 tokens (    1.46 ms per token,   686.84 tokens per second)
17.44.398.705 I slot print_timing: id  0 | task 11334 |        eval time =   22296.10 ms /   493 tokens (   45.32 ms per token,    22.07 tokens per second)
17.44.398.707 I slot print_timing: id  0 | task 11334 |       total time =   23150.74 ms /  1080 tokens
17.44.398.709 I slot print_timing: id  0 | task 11334 |    graphs reused =      11722
17.44.399.042 I slot      release: id  0 | task 11334 | stop processing: n_tokens = 4049, truncated = 0
18.09.213.470 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.960 (> 0.100 thold), f_keep = 0.709
18.09.213.609 I slot launch_slot_: id  0 | task 11828 | processing task, is_child = 0
18.14.291.969 I slot print_timing: id  0 | task 11828 | n_gen =    100, tg =  20.67 t/s, tg_3s =  20.88 t/s
18.17.327.225 I slot print_timing: id  0 | task 11828 | n_gen =    163, tg =  20.70 t/s, tg_3s =  20.76 t/s
18.20.371.341 I slot print_timing: id  0 | task 11828 | n_gen =    229, tg =  20.98 t/s, tg_3s =  21.68 t/s
18.21.369.277 I slot print_timing: id  0 | task 11828 | prompt eval time =     289.03 ms /   121 tokens (    2.39 ms per token,   418.64 tokens per second)
18.21.369.287 I slot print_timing: id  0 | task 11828 |        eval time =   11866.61 ms /   251 tokens (   47.47 ms per token,    21.07 tokens per second)
18.21.369.289 I slot print_timing: id  0 | task 11828 |       total time =   12155.64 ms /   372 tokens
18.21.369.290 I slot print_timing: id  0 | task 11828 |    graphs reused =      11970
18.21.369.564 I slot      release: id  0 | task 11828 | stop processing: n_tokens = 3241, truncated = 0
18.25.971.277 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.906 (> 0.100 thold), f_keep = 0.921
18.25.971.415 I slot launch_slot_: id  0 | task 12080 | processing task, is_child = 0
18.30.939.353 I slot print_timing: id  0 | task 12080 | n_gen =    100, tg =  22.05 t/s, tg_3s =  22.27 t/s
18.33.961.475 I slot print_timing: id  0 | task 12080 | n_gen =    166, tg =  21.96 t/s, tg_3s =  21.84 t/s
18.37.002.308 I slot print_timing: id  0 | task 12080 | n_gen =    232, tg =  21.89 t/s, tg_3s =  21.70 t/s
18.40.023.686 I slot print_timing: id  0 | task 12080 | n_gen =    296, tg =  21.73 t/s, tg_3s =  21.18 t/s
18.43.032.677 I slot print_timing: id  0 | task 12080 | n_gen =    360, tg =  21.65 t/s, tg_3s =  21.27 t/s
18.46.042.347 I slot print_timing: id  0 | task 12080 | n_gen =    425, tg =  21.64 t/s, tg_3s =  21.60 t/s
18.49.087.156 I slot print_timing: id  0 | task 12080 | n_gen =    489, tg =  21.56 t/s, tg_3s =  21.02 t/s
18.52.108.468 I slot print_timing: id  0 | task 12080 | n_gen =    553, tg =  21.51 t/s, tg_3s =  21.18 t/s
18.55.130.535 I slot print_timing: id  0 | task 12080 | n_gen =    616, tg =  21.44 t/s, tg_3s =  20.85 t/s
18.58.151.357 I slot print_timing: id  0 | task 12080 | n_gen =    681, tg =  21.45 t/s, tg_3s =  21.52 t/s
19.01.178.201 I slot print_timing: id  0 | task 12080 | n_gen =    743, tg =  21.37 t/s, tg_3s =  20.48 t/s
19.04.196.055 I slot print_timing: id  0 | task 12080 | n_gen =    806, tg =  21.33 t/s, tg_3s =  20.88 t/s
19.07.206.757 I slot print_timing: id  0 | task 12080 | n_gen =    870, tg =  21.32 t/s, tg_3s =  21.26 t/s
19.10.245.422 I slot print_timing: id  0 | task 12080 | n_gen =    935, tg =  21.33 t/s, tg_3s =  21.39 t/s
19.13.286.791 I slot print_timing: id  0 | task 12080 | n_gen =   1000, tg =  21.33 t/s, tg_3s =  21.37 t/s
19.16.332.323 I slot print_timing: id  0 | task 12080 | n_gen =   1065, tg =  21.33 t/s, tg_3s =  21.34 t/s
19.19.347.240 I slot print_timing: id  0 | task 12080 | n_gen =   1128, tg =  21.31 t/s, tg_3s =  20.90 t/s
19.22.387.336 I slot print_timing: id  0 | task 12080 | n_gen =   1192, tg =  21.29 t/s, tg_3s =  21.05 t/s
19.25.428.803 I slot print_timing: id  0 | task 12080 | n_gen =   1256, tg =  21.28 t/s, tg_3s =  21.04 t/s
19.28.455.605 I slot print_timing: id  0 | task 12080 | n_gen =   1319, tg =  21.26 t/s, tg_3s =  20.81 t/s
19.31.499.837 I slot print_timing: id  0 | task 12080 | n_gen =   1382, tg =  21.23 t/s, tg_3s =  20.69 t/s
19.34.521.764 I slot print_timing: id  0 | task 12080 | n_gen =   1445, tg =  21.21 t/s, tg_3s =  20.85 t/s
19.37.561.947 I slot print_timing: id  0 | task 12080 | n_gen =   1505, tg =  21.15 t/s, tg_3s =  19.74 t/s
19.40.577.227 I slot print_timing: id  0 | task 12080 | n_gen =   1567, tg =  21.13 t/s, tg_3s =  20.56 t/s
19.43.600.038 I slot print_timing: id  0 | task 12080 | n_gen =   1630, tg =  21.11 t/s, tg_3s =  20.84 t/s
19.44.941.380 I slot print_timing: id  0 | task 12080 | prompt eval time =     477.62 ms /   308 tokens (    1.55 ms per token,   644.86 tokens per second)
19.44.941.399 I slot print_timing: id  0 | task 12080 |        eval time =   78492.32 ms /  1658 tokens (   47.37 ms per token,    21.11 tokens per second)
19.44.941.400 I slot print_timing: id  0 | task 12080 |       total time =   78969.94 ms /  1966 tokens
19.44.941.402 I slot print_timing: id  0 | task 12080 |    graphs reused =      13619
19.44.941.639 I slot      release: id  0 | task 12080 | stop processing: n_tokens = 4950, truncated = 0
20.10.026.636 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.415 (> 0.100 thold), f_keep = 0.364
20.10.156.160 I slot launch_slot_: id  0 | task 13739 | processing task, is_child = 0
20.24.834.238 I slot print_timing: id  0 | task 13739 | n_gen =    100, tg =   8.77 t/s, tg_3s =   8.86 t/s
20.27.869.598 I slot print_timing: id  0 | task 13739 | n_gen =    127, tg =   8.80 t/s, tg_3s =   8.90 t/s
20.30.915.023 I slot print_timing: id  0 | task 13739 | n_gen =    154, tg =   8.81 t/s, tg_3s =   8.87 t/s
20.33.960.461 I slot print_timing: id  0 | task 13739 | n_gen =    181, tg =   8.82 t/s, tg_3s =   8.87 t/s
20.36.996.026 I slot print_timing: id  0 | task 13739 | n_gen =    208, tg =   8.83 t/s, tg_3s =   8.89 t/s
20.40.046.118 I slot print_timing: id  0 | task 13739 | n_gen =    235, tg =   8.83 t/s, tg_3s =   8.85 t/s
20.43.087.001 I slot print_timing: id  0 | task 13739 | n_gen =    262, tg =   8.84 t/s, tg_3s =   8.88 t/s
20.46.174.613 I slot print_timing: id  0 | task 13739 | n_gen =    289, tg =   8.83 t/s, tg_3s =   8.74 t/s
20.49.249.166 I slot print_timing: id  0 | task 13739 | n_gen =    316, tg =   8.82 t/s, tg_3s =   8.78 t/s
20.52.313.745 I slot print_timing: id  0 | task 13739 | n_gen =    343, tg =   8.82 t/s, tg_3s =   8.81 t/s
20.55.412.711 I slot print_timing: id  0 | task 13739 | n_gen =    370, tg =   8.81 t/s, tg_3s =   8.71 t/s
20.58.473.748 I slot print_timing: id  0 | task 13739 | n_gen =    397, tg =   8.82 t/s, tg_3s =   8.82 t/s
21.01.520.430 I slot print_timing: id  0 | task 13739 | n_gen =    424, tg =   8.82 t/s, tg_3s =   8.86 t/s
21.04.606.967 I slot print_timing: id  0 | task 13739 | n_gen =    451, tg =   8.81 t/s, tg_3s =   8.75 t/s
21.07.687.183 I slot print_timing: id  0 | task 13739 | n_gen =    478, tg =   8.81 t/s, tg_3s =   8.77 t/s
21.10.779.124 I slot print_timing: id  0 | task 13739 | n_gen =    505, tg =   8.81 t/s, tg_3s =   8.73 t/s
21.13.869.528 I slot print_timing: id  0 | task 13739 | n_gen =    532, tg =   8.80 t/s, tg_3s =   8.74 t/s
21.16.970.010 I slot print_timing: id  0 | task 13739 | n_gen =    559, tg =   8.80 t/s, tg_3s =   8.71 t/s
21.20.053.956 I slot print_timing: id  0 | task 13739 | n_gen =    586, tg =   8.80 t/s, tg_3s =   8.76 t/s
21.23.147.133 I slot print_timing: id  0 | task 13739 | n_gen =    613, tg =   8.79 t/s, tg_3s =   8.73 t/s
21.26.239.157 I slot print_timing: id  0 | task 13739 | n_gen =    640, tg =   8.79 t/s, tg_3s =   8.73 t/s
21.29.321.934 I slot print_timing: id  0 | task 13739 | n_gen =    667, tg =   8.79 t/s, tg_3s =   8.76 t/s
21.32.421.934 I slot print_timing: id  0 | task 13739 | n_gen =    694, tg =   8.79 t/s, tg_3s =   8.71 t/s
21.35.511.099 I slot print_timing: id  0 | task 13739 | n_gen =    721, tg =   8.78 t/s, tg_3s =   8.74 t/s
21.38.591.124 I slot print_timing: id  0 | task 13739 | n_gen =    748, tg =   8.78 t/s, tg_3s =   8.77 t/s
21.41.691.505 I slot print_timing: id  0 | task 13739 | n_gen =    775, tg =   8.78 t/s, tg_3s =   8.71 t/s
21.44.787.779 I slot print_timing: id  0 | task 13739 | n_gen =    802, tg =   8.78 t/s, tg_3s =   8.72 t/s
21.47.883.582 I slot print_timing: id  0 | task 13739 | n_gen =    829, tg =   8.78 t/s, tg_3s =   8.72 t/s
21.50.987.744 I slot print_timing: id  0 | task 13739 | n_gen =    856, tg =   8.77 t/s, tg_3s =   8.70 t/s
21.54.086.227 I slot print_timing: id  0 | task 13739 | n_gen =    883, tg =   8.77 t/s, tg_3s =   8.71 t/s
21.56.951.350 I slot print_timing: id  0 | task 13739 | prompt eval time =    3395.56 ms /  1299 tokens (    2.61 ms per token,   382.56 tokens per second)
21.56.951.366 I slot print_timing: id  0 | task 13739 |        eval time =  103399.59 ms /   908 tokens (  114.00 ms per token,     8.77 tokens per second)
21.56.951.368 I slot print_timing: id  0 | task 13739 |       total time =  106795.16 ms /  2207 tokens
21.56.951.369 I slot print_timing: id  0 | task 13739 |    graphs reused =      14521
21.56.951.657 I slot      release: id  0 | task 13739 | stop processing: n_tokens = 5249, truncated = 0
21.57.870.245 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.956 (> 0.100 thold), f_keep = 0.826
21.57.870.458 I slot launch_slot_: id  0 | task 14648 | processing task, is_child = 0
22.10.193.256 I slot print_timing: id  0 | task 14648 | n_gen =    100, tg =   8.50 t/s, tg_3s =   8.59 t/s
22.13.284.083 I slot print_timing: id  0 | task 14648 | n_gen =    127, tg =   8.55 t/s, tg_3s =   8.74 t/s
22.16.380.375 I slot print_timing: id  0 | task 14648 | n_gen =    154, tg =   8.58 t/s, tg_3s =   8.72 t/s
22.19.461.445 I slot print_timing: id  0 | task 14648 | n_gen =    181, tg =   8.61 t/s, tg_3s =   8.76 t/s
22.22.549.999 I slot print_timing: id  0 | task 14648 | n_gen =    208, tg =   8.62 t/s, tg_3s =   8.74 t/s
22.25.636.369 I slot print_timing: id  0 | task 14648 | n_gen =    235, tg =   8.64 t/s, tg_3s =   8.75 t/s
22.28.723.762 I slot print_timing: id  0 | task 14648 | n_gen =    262, tg =   8.65 t/s, tg_3s =   8.75 t/s
22.31.822.917 I slot print_timing: id  0 | task 14648 | n_gen =    289, tg =   8.66 t/s, tg_3s =   8.71 t/s
22.34.921.353 I slot print_timing: id  0 | task 14648 | n_gen =    316, tg =   8.66 t/s, tg_3s =   8.71 t/s
22.38.025.761 I slot print_timing: id  0 | task 14648 | n_gen =    343, tg =   8.66 t/s, tg_3s =   8.70 t/s
22.41.131.419 I slot print_timing: id  0 | task 14648 | n_gen =    370, tg =   8.67 t/s, tg_3s =   8.69 t/s
22.44.240.254 I slot print_timing: id  0 | task 14648 | n_gen =    397, tg =   8.67 t/s, tg_3s =   8.68 t/s
22.47.340.837 I slot print_timing: id  0 | task 14648 | n_gen =    424, tg =   8.67 t/s, tg_3s =   8.71 t/s
22.50.356.320 I slot print_timing: id  0 | task 14648 | n_gen =    450, tg =   8.67 t/s, tg_3s =   8.62 t/s
22.53.464.861 I slot print_timing: id  0 | task 14648 | n_gen =    477, tg =   8.67 t/s, tg_3s =   8.69 t/s
22.56.568.505 I slot print_timing: id  0 | task 14648 | n_gen =    504, tg =   8.67 t/s, tg_3s =   8.70 t/s
22.59.683.646 I slot print_timing: id  0 | task 14648 | n_gen =    531, tg =   8.67 t/s, tg_3s =   8.67 t/s
23.02.684.535 I slot print_timing: id  0 | task 14648 | n_gen =    557, tg =   8.67 t/s, tg_3s =   8.66 t/s
23.05.786.178 I slot print_timing: id  0 | task 14648 | n_gen =    584, tg =   8.67 t/s, tg_3s =   8.71 t/s
23.08.892.547 I slot print_timing: id  0 | task 14648 | n_gen =    611, tg =   8.67 t/s, tg_3s =   8.69 t/s
23.12.001.473 I slot print_timing: id  0 | task 14648 | n_gen =    638, tg =   8.67 t/s, tg_3s =   8.68 t/s
23.15.107.056 I slot print_timing: id  0 | task 14648 | n_gen =    665, tg =   8.67 t/s, tg_3s =   8.69 t/s
23.18.213.509 I slot print_timing: id  0 | task 14648 | n_gen =    692, tg =   8.67 t/s, tg_3s =   8.69 t/s
23.21.225.056 I slot print_timing: id  0 | task 14648 | n_gen =    718, tg =   8.67 t/s, tg_3s =   8.63 t/s
23.24.336.406 I slot print_timing: id  0 | task 14648 | n_gen =    745, tg =   8.67 t/s, tg_3s =   8.68 t/s
23.27.451.750 I slot print_timing: id  0 | task 14648 | n_gen =    772, tg =   8.67 t/s, tg_3s =   8.67 t/s
23.30.454.869 I slot print_timing: id  0 | task 14648 | n_gen =    798, tg =   8.67 t/s, tg_3s =   8.66 t/s
23.33.459.783 I slot print_timing: id  0 | task 14648 | n_gen =    824, tg =   8.67 t/s, tg_3s =   8.65 t/s
23.36.465.569 I slot print_timing: id  0 | task 14648 | n_gen =    850, tg =   8.67 t/s, tg_3s =   8.65 t/s
23.39.480.427 I slot print_timing: id  0 | task 14648 | n_gen =    876, tg =   8.67 t/s, tg_3s =   8.62 t/s
23.42.516.703 I slot print_timing: id  0 | task 14648 | n_gen =    902, tg =   8.67 t/s, tg_3s =   8.56 t/s
23.43.213.591 I slot print_timing: id  0 | task 14648 | prompt eval time =     676.96 ms /   201 tokens (    3.37 ms per token,   296.92 tokens per second)
23.43.213.603 I slot print_timing: id  0 | task 14648 |        eval time =  104666.15 ms /   908 tokens (  115.40 ms per token,     8.67 tokens per second)
23.43.213.604 I slot print_timing: id  0 | task 14648 |       total time =  105343.11 ms /  1109 tokens
23.43.213.605 I slot print_timing: id  0 | task 14648 |    graphs reused =      15423
23.43.214.132 I slot      release: id  0 | task 14648 | stop processing: n_tokens = 5444, truncated = 0
24.04.127.948 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.745 (> 0.100 thold), f_keep = 0.559
24.04.128.095 I slot launch_slot_: id  0 | task 15557 | processing task, is_child = 0
24.09.930.011 I slot print_timing: id  0 | task 15557 | n_gen =    100, tg =  22.48 t/s, tg_3s =  22.71 t/s
24.12.966.803 I slot print_timing: id  0 | task 15557 | n_gen =    169, tg =  22.58 t/s, tg_3s =  22.72 t/s
24.15.977.999 I slot print_timing: id  0 | task 15557 | n_gen =    237, tg =  22.58 t/s, tg_3s =  22.58 t/s
24.19.008.980 I slot print_timing: id  0 | task 15557 | n_gen =    305, tg =  22.55 t/s, tg_3s =  22.43 t/s
24.22.010.673 I slot print_timing: id  0 | task 15557 | n_gen =    373, tg =  22.57 t/s, tg_3s =  22.65 t/s
